Unnamed: 0,안흥지 애련정,소래역사관,KT&G상상마당 홍대,명동난타극장,백운계곡관광지
유리섬박물관,0.9644248304848502,0.9887168410131648,0.8519195918775204,0.9856181079555442,0.9655714209614789
아이존팝 광명철산점,0.9551978694607848,0.9863864624219792,0.9107587468475244,0.9769681723882974,0.9717824263485249
성남제1공단 근린공원,0.9935514207026264,0.9917670189235684,0.9693757361601884,0.9847493245271688,0.9994770900058828
상상의문 분당서현점,0.9553973265264996,0.9905996559351192,0.9968197879858658,0.998378865205644,0.9736584090463428
대한불교 조계종 심학산 약천사,0.9799456396769168,0.9801326364434756,0.9001247625748463,0.9751489198711571,0.9777422358722764
미메시스아트뮤지엄,0.972429967217454,0.9689284373922996,0.8491155283349624,0.9830634038093592,0.978425128577668
플라이스테이션코리아,0.8517458230635968,0.883722976718627,0.8281366814991851,0.8591337001759651,0.8141079749918463
소우주,0.9914018942701686,0.9901081346768248,0.9690223792697292,0.9830681477033923,0.9916334400941238
서울특별시 교육청과학전시관 남산분관,0.9334108257219428,0.9319102588950674,0.799578210110758,0.9312127468987872,0.942807351900994
인천어린이과학관,0.9759853564510216,0.9641645770894186,0.8528451370489882,0.9629417670351368,0.9830366682848666
동궁과월지,0.9834755155504804,0.9966207913492258,0.9847467608951708,0.9922545782047432,0.98947643636839
대학로예술극장,0.7301617900752466,0.7641545111240111,0.6664032287490695,0.784007037742612,0.7554661130385834
예스24라이브홀,0.8333515248998306,0.8582710613224988,0.7647767987666845,0.9291832424071554,0.8569172028685872
경기도남한산성세계유산센터,0.99305238936521,0.9825530573929582,0.8518908479619577,0.9827590574061454,0.9836308118375056
남한산성공원,0.9937529388056694,0.994654706316048,0.9740282685512368,0.98787151005704,0.9974508137786784
트라이보울,0.9658850290762804,0.984422551081658,0.8423526380869629,0.9825496875862008,0.9793411837299923
인천도시역사관,0.9775643178612212,0.9991398377979848,0.9925206124852768,0.997778444911438,0.9871887051441272
국제갤러리,0.9389400147779944,0.9862374047677562,0.0,0.9930951666166316,0.9589515654617948
전곡선사박물관,0.9743801150319846,0.9871873674621012,0.8634217397210346,0.981402171081043,0.9934831389746466
연천전곡리선사유적지,0.9304547027034598,0.9353992126779044,0.8711815723127421,0.9509808494426526,0.9324847970897644
탑골공원,0.9114555685316914,0.9479705249977408,0.8104096426036094,0.95008985484332,0.9636949308674788
대한민국역사박물관,0.9549697896500312,0.9824608041316562,0.8638773520288037,0.9757719924135942,0.9813352750527976
서울함공원,0.9278069115824188,0.9697249671390974,0.9012418104856214,0.9770229029836964,0.9514831524032688
충무아트센터 대극장,0.9290389483494988,0.9530196445026732,0.8230171427232044,0.9411948808016428,0.9207646959519432
우산각어린이공원,0.9856203600763436,0.9688144658075074,0.8276441558081968,0.9597680834202352,0.9880062698320664
아쿠아플라넷 일산,0.9777658359642644,0.9976652740231012,0.9901060070671378,0.997178024617232,0.9886920713772144
국립항공박물관,0.9492472731531212,0.9479397677089484,0.8417573566673068,0.9485503440202244,0.9704376040457576
봉선사,0.7618507524708219,0.7876688041499138,0.6736396808315093,0.8181879139089954,0.8259368361537658
국립수목원,0.8599010090189781,0.8418137288233012,0.7107765318882696,0.8087919871249852,0.8084867238329325
안성팜랜드,0.8806219687195438,0.930222837565074,0.8857627836062909,0.8952735208080362,0.9202598715039326
짜장면박물관,0.7506247171734395,0.8124339070236959,0.9269955124127248,0.7765881735215266,0.7948408456651226
나이스스크린골프,0.7329127222079048,0.7860428415822817,0.7294608822997655,0.7886505327180171,0.8261275441365867
주렁주렁 동탄라크몽점,0.9414139442069208,0.9846573223135396,0.8777720196281056,0.9703680000227016,0.9555352078874444
호계체육관,0.9762208638409352,0.9983411157532562,0.992873969375736,0.9984389072350645,0.9876462513889795
피규어뮤지엄W,0.8269259557648758,0.8230983077494127,0.6940973677180196,0.8021718922551242,0.849014545561105
현대모터스튜디오 서울,0.971840389304135,0.9853814597159332,0.8624544459654824,0.9833589533427534,0.9866936115818002
서울시새활용플라자,0.9709921726009934,0.9903625621697862,0.8607396973212234,0.9874773535351248,0.9855521891170388
파주DMZ곤돌라,0.9903271310539395,0.996190710248218,0.978563015312132,0.9897928549984988,0.994836263808092
라인프렌즈 월드 팝업스토어,0.972526365285148,0.9977267141803884,0.9959363957597172,0.9993395376763734,0.985293156415452
별빛마을포토랜드,0.948724222529473,0.9930396215152354,0.9107276864218375,0.9730926484663788,0.9696298327991956
에이치씨어터,0.8545904075913839,0.8821672979203024,0.767938656892913,0.9230694734027782,0.8547665033666502
장경리해변,0.9798829884211138,0.9669689199503776,0.8265082536981576,0.9490655716270472,0.9812655324049752
양평곤충박물관,0.9726552621317488,0.9855175031206292,0.8558463506809786,0.9604038577543684,0.9786992650039624
콤콤오락실,0.943753685129394,0.9478410212766886,0.7798660625372749,0.9548597323376542,0.9619218071066548
인천상륙작전기념관,0.9640958703850852,0.9871061780183624,0.8738301349730386,0.9953445805159264,0.9811308917002746
고양어린이박물관,0.9595100017113742,0.9673682716702046,0.8294980732529847,0.9805755645102808,0.9652548613489194
대릉원,0.9018598030633904,0.9586107360259208,0.8583305370725919,0.9871358486849556,0.9512031670196152
크라운수상레저,0.9752804460267348,0.997235192922094,0.9931684334511188,0.9975983188231762,0.9869272501470684
하마씨어터,0.7384568912255742,0.8170376272497163,0.7167026239754412,0.7845241129388536,0.7582947876733255
물의정원 자전거,0.9733948892678456,0.9670435697104726,0.8360726853711837,0.9496295675749352,0.9835181386072362
설화수의집 북촌,0.960908436933324,0.9876767150275392,0.8673946848017883,0.988495464754024,0.9859555934090098
고양어울림누리 얼음마루,0.9586465661374436,0.9829413639002964,0.9124537297663464,0.9618122421645012,0.98071870875929
가나아트파크,0.9505818447443688,0.9810105509872932,0.871645755022612,0.9810537169504732,0.9561707285561376
행궁파티,0.9680257943171896,0.9949004669451952,0.992873969375736,0.99597718402882,0.98091378521472
홍대동물원,0.9810572983139652,0.998771196854264,0.9896937573616018,0.9975382767937556,0.9909144388522126
서울시립미술관 서소문본관,0.8635677655844322,0.9089256120257048,0.7875708266116845,0.9274823713288916,0.894150261389661
"동장대,연무장",0.9928125209914692,0.9960063897763578,0.9765606595995288,0.9896727709396578,0.9944440813125042
영녕릉 세종대왕유적지구 세종대왕릉,0.9521662582758048,0.9652990277012936,0.7972027317822585,0.9454140717777076,0.9813377182001676
용인어린이상상의숲,0.783827244050846,0.8361654794107192,0.7950115976284968,0.8170523219125061,0.7851441119147495
